,name,rating,reviews,ctype,loc
1615,PCBL Chemical Limited,3.9,(674),Petrochemicals,Vadodara +25 other locations
1616,BrightCHAMPS,4.3,(674),EdTech,Bengaluru +28 other locations
1617,Redington,4.0,(673),Hardware & Networking,Chennai +48 other locations
1618,Vasudha Pharma Chem,4.0,(673),Pharma,Visakhapatnam +9 other locations
1619,Housing.com,3.5,(672),Internet,Gurugram +44 other locations
1620,Housing.com,3.5,(672),Internet,Gurugram +44 other locations
1621,Magic EdTech,3.5,(672),EdTech,Noida +11 other locations
1622,Wissen Technology,3.8,(672),IT Services & Consulting,Bengaluru +9 other locations
1623,Osource Global,3.5,(672),BPO,Mumbai +28 other locations
1624,Triveni Engineering & Industries,4.1,(671),Food Processing,Noida +57 other locations
1625,Welspun World,3.7,(670),Building Material,Anjar +53 other locations
1626,ANAROCK Property Consultants,3.5,(670),Real Estate,Mumbai +31 other locations
1627,HCL Healthcare,4.6,(670),Healthcare,Noida +40 other locations
1628,EPL Limited,3.8,(669),Packaging,Mumbai +34 other locations
1629,NextComm Corporation,4.8,(669),Software Product,Bengaluru +8 other locations
1630,L&T Power,3.9,(669),Power,Vadodara +98 other locations
1631,Snapdeal,3.7,(668),Internet,Gurugram +31 other locations
1632,Magic Bus India Foundation,3.9,(669),Non-Profit,Mumbai +79 other locations
1633,SMC Global Securities,3.5,(668),Financial Services,New Delhi +90 other locations
1634,JoulestoWatts Business Solutions,3.4,(668),IT Services & Consulting,Bengaluru +17 other locations
1635,Government of India,4.2,(667),Government,New Delhi +158 other locations
1636,DAV Public School,4.0,(667),Education & Training,New Delhi +153 other locations
1637,Ingram Micro,3.6,(666),IT Services & Consulting,Mumbai +47 other locations
1638,CSC,3.5,(666),Financial Services,Bengaluru +24 other locations
1639,Saint Gobain Glass,3.9,(667),Building Material,Chennai +57 other locations
1640,Future Supply Chain Solutions,4.4,(665),Logistics,Nagpur +70 other locations
1641,Optimum Infosystem,3.2,(665),IT Services & Consulting,Chennai +16 other locations
1642,Krsnaa Diagnostics,3.6,(664),Healthcare,Pune +98 other locations
1643,Indorama,3.9,(664),Agro Chemicals,Haldia +46 other locations
1644,Revolut,2.6,(664),FinTech,Bengaluru +17 other locations
1645,Narayana e-Techno School,3.6,(662),Education & Training,Bengaluru +104 other locations
1646,Omaxe,4.2,(662),Real Estate,New Delhi +24 other locations
1647,Licious,3.6,(661),Internet,Bengaluru +38 other locations
1648,Kutumbh Care,4.0,(660),Recruitment,Noida +161 other locations
1649,Epicenter Technologies,3.4,(660),BPO,Mumbai +8 other locations
1650,DeHaat,3.5,(661),Internet,Gurugram +117 other locations
1651,TCI Express,3.9,(660),Logistics,Gurugram +77 other locations
1652,Impetus Technologies,3.3,(660),IT Services & Consulting,Indore +14 other locations
1653,My Home Industries,4.1,(659),Building Material,Hyderabad +70 other locations
1654,Quality Austria Central Asia,3.5,(659),Other,New Delhi +75 other locations
1655,Centaur Pharmaceuticals,3.5,(659),Pharma,Pune +67 other locations
1656,Healthians,4.0,(658),Internet,Gurugram +48 other locations
1657,Sintex BAPL,3.6,(658),Petrochemicals,Ahmedabad +71 other locations
1658,PeopleStrong,3.3,(658),Recruitment,Gurugram +20 other locations
1659,BankBazaar,3.2,(657),FinTech,Chennai +16 other locations
1660,Collegedunia,3.3,(657),Internet,Gurugram +29 other locations
1661,Grihum Housing Finance,3.6,(657),NBFC,Pune +151 other locations
1662,Nihilent,3.2,(657),IT Services & Consulting,Pune +8 other locations
1663,Surin Automotive,3.9,(656),Industrial Machinery,Pune +22 other locations
1664,Celebi Aviation Holding,4.0,(655),Aviation,New Delhi +19 other locations
1665,Corporate Infotech,3.7,(655),IT Services & Consulting,New Delhi +54 other locations
1666,Cogoport,3.2,(655),Internet,Mumbai +13 other locations
1667,Carrier,3.7,(654),Industrial Machinery,Hyderabad +52 other locations
1668,TIAA Global Business Services,3.7,(653),Financial Services,Pune +9 other locations
1669,Tata Power Delhi Distribution,3.8,(653),Power,New Delhi +31 other locations
